page,titre,adresse_page,lien,code,famille,statut,cible,detail
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Coronavirus-et-teletravail-vos,404,spip,repare,https://cnt-so.org/article/coronavirus-et-teletravail-vos-droits/,coronavirus-et-teletravail-vos-droits
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/ACTIVITE-PARTIELLE-DISPOSITIF-POUR,404,spip,repare,https://cnt-so.org/article/activite-partielle-dispositif-pour-le-covid-2019/,activite-partielle-dispositif-pour-le-covid-2019
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/CONGE-POUR-GARDE-D-ENFANT,404,spip,laisse,,
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Activite-partielle-le-cas-des,404,spip,repare,https://cnt-so.org/article/activite-partielle-le-cas-des-personnes-vulnerables-et-leurs-proches-secteur-prive/,activite-partielle-le-cas-des-personnes-vulnerables-et-leurs-proches-secteur-prive
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/COVID-19-Chomeurs-CDD-Interimaires,404,spip,laisse,,
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Attention-attaques-sur-le-temps-de,404,spip,repare,https://cnt-so.org/article/attention-attaques-sur-le-temps-de-travail/,attention-attaques-sur-le-temps-de-travail
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/CORONAVIRUS-ET-CONGES-PAYES,404,spip,laisse,,
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Crise-du-COVID-19-Le-point-pour,404,spip,repare,https://cnt-so.org/article/crise-du-covid-19-le-point-pour-les-assistant-e-s-maternel-le-s/,crise-du-covid-19-le-point-pour-les-assistant-e-s-maternel-le-s
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Salaries-des-services-a-la,404,spip,repare,https://cnt-so.org/article/salaries-des-services-a-la-personne-et-deconfinement-des-points-de-vigilance-imperatifs/,salaries-des-services-a-la-personne-et-deconfinement-des-points-de-vigilance-imperatifs
1078,Retrouvez nos revendications et tous nos tutos pour défendre ses droits en période de coronavirus,/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/CORONAVIRUS-residents-etrangers,404,spip,repare,https://cnt-so.org/article/coronavirus-residents-etrangers-les-documents-de-sejour-sont-prolonges-de-06-mois/,coronavirus-residents-etrangers-les-documents-de-sejour-sont-prolonges-de-06-mois
1084,Activité partielle : le cas des personnes vulnérables et leurs proches (secteur privé),/activite-partielle-le-cas-des-personnes-vulnerables-et-leurs-proches-secteur-prive/,http://www.cnt-so.org/COVID-19-le-cas-des-personnes,404,spip,laisse,,titre SPIP en double
1089,Communiqué de la fédération Education & Recherche CNT-SO sur la réouverture des établissements,/communique-de-la-federation-education-recherche-cnt-so-sur-la-reouverture-des-etablissements/,http://www.cnt-so.org/Coronavirus-exercer-son-droit-de,404,spip,repare,https://cnt-so.org/article/coronavirus-exercer-son-droit-de-retrait-dans-leducation/,coronavirus-exercer-son-droit-de-retrait-dans-leducation
1091,1er mai : s'organiser pour lutter partout dans le monde !,/1er-mai-sorganiser-pour-lutter-partout-dans-le-monde/,http://www.cnt-so.org/Coronavirus-le-combat-pour-la,404,spip,laisse,,coronavirus-le-combat-pour-la-sante-et-la-defense-des-interets-des-travailleurs-euses-continue | coronavirus-le-combat-pour-la-sante-et-la-defense-des-interets-des-travailleurs-euses-continue-2
1096,"CONGÉS PAYÉS, RTT, REPOS... Vos droits en période de coronavirus.",/conges-payes-rtt-repos-vos-droits-en-periode-de-coronavirus/,http://www.cnt-so.org/Conges-payes-RTT-repos-Vos-droits,404,spip,laisse,,
1099,Nettoyage : grille des salaires 2020,/nettoyage-grille-des-salaires-2020/,http://www.cnt-so.org/Nettoyage-grilles-des-salaires965,404,spip,laisse,,titre SPIP en double
1120,Aide à domicile et coronavirus : être protégé et se protéger ! (mise à jour 19 mars),/aide-a-domicile-et-coronavirus-etre-protege-et-se-proteger-mise-a-jour-19-mars/,http://www.cnt-so.org/COVID-2019-AU-TRAVAIL-EXERCER-SON,404,spip,laisse,,
1171,3ème congrès confédéral (novembre 2019) : motion d'orientation,/3eme-congres-confederal-novembre-2019-motion-dorientation/,http://www.cnt-so.org/Soutenez-la-souscription,404,spip,laisse,,
1185,"Rentrée des classes, rentrée... sociale ! Travailleurs.euses de l'éducation, syndiquez-vous !",/rentree-des-classes-rentree-sociale-travailleurs-euses-de-leducation-syndiquez-vous/,http://www.cnt-so.org/+Adherer-a-la-CNT-Solidarite+,404,spip,laisse,,
1210,"Plateformes de livraison : contre l’exploitation 2.0, on s’organise !",/plateformes-de-livraison-contre-lexploitation-2-0-on-sorganise/,http://www.cnt-so.org/Livreur-a-velo-c-est-un-contrat-de,404,spip,repare,https://cnt-so.org/article/livreur-a-velo-cest-un-contrat-de-travail/,livreur-a-velo-cest-un-contrat-de-travail
1276,"Hôtel Marriott Prado Vélodrome, les femmes de chambre en grève pour des salaires dignes !",/hotel-marriott-prado-velodrome-les-femmes-de-chambre-en-greve-pour-des-salaires-dignes/,http://www.cnt-so.org/HOTEL-MARRIOTT-MARSEILLE-PRADO,404,spip,laisse,,
1280,"Un an après, victoire totale pour les grévistes du Holiday Inn Clichy",/un-an-apres-victoire-totale-pour-les-grevistes-du-holiday-inn-clichy/,http://www.cnt-so.org/LARGE-VICTOIRE-DES-GREVISTES,404,spip,repare,https://cnt-so.org/article/large-victoire-des-grevistes-hemera-holiday-inn/,large-victoire-des-grevistes-hemera-holiday-inn
1300,"Nettoyage : Stop au mépris et à l’exploitation ! En 2018, on s'organise avec la CNT-SO !",/nettoyage-stop-au-mepris-et-a-lexploitation-en-2018-on-sorganise-avec-la-cnt-so/,http://www.cnt-so.org/Nettoyage-grilles-des-salaires653b.,404,spip,laisse,,titre SPIP en double
1359,LARGE VICTOIRE DES GRÉVISTES HEMERA - HOLIDAY INN,/large-victoire-des-grevistes-hemera-holiday-inn/,http://www.cnt-so.org/Greve-a-l-Holiday-Inn-Paris-Clichy,404,spip,laisse,,
1372,"De Clichy à Marseille les ""invisibles"" de la sous-traitance hôtelière se font entendre ! Rassemblement samedi 20/01 à Marseille",/de-clichy-a-marseille-les-invisibles-de-la-sous-traitance-hoteliere-se-font-entendre-rassemblement-samedi-20-01-a-marseille/,http://www.cnt-so.org/Greve-a-l-Holiday-Inn-Paris-Clichy,404,spip,laisse,,
1389,Rassemblement le 7 décembre à 17h devant l’Holiday Inn de Clichy pour une remise de chèques de soutien aux grévistes.,/rassemblement-le-7-decembre-a-17h-devant-lholiday-inn-de-clichy-pour-une-remise-de-cheques-de-soutien-aux-grevistes/,http://www.cnt-so.org/Greve-a-l-Holiday-Inn-Paris-Clichy,404,spip,laisse,,
1718,COVID-19 : les obligations des employeurs,/covid-19-les-obligations-des-employeurs/,http://www.cnt-so.org/Les-equipements-de-protection-des,404,spip,laisse,,
1966,Covid19 et activité syndicale : quelle action pour les représentant·e·s du personnel ?,/principal/covid19-et-activite-syndicale-quelle-action-pour-les-representantes-du-personnel/,http://www.cnt-so.org/Retrouvez-nos-revendications-et,404,spip,repare,https://cnt-so.org/article/retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus/,retrouvez-nos-revendications-et-tous-nos-tutos-pour-defendre-ses-droits-en-periode-de-coronavirus
1966,Covid19 et activité syndicale : quelle action pour les représentant·e·s du personnel ?,/principal/covid19-et-activite-syndicale-quelle-action-pour-les-representantes-du-personnel/,http://www.cnt-so.org/Coronavirus-le-combat-pour-la,404,spip,laisse,,coronavirus-le-combat-pour-la-sante-et-la-defense-des-interets-des-travailleurs-euses-continue | coronavirus-le-combat-pour-la-sante-et-la-defense-des-interets-des-travailleurs-euses-continue-2
1736,Articles des Fédérations et Syndicats,/auvergne/articles-des-federations-et-syndicats/,https://cnt-so.org/auvergne/category/staa/,404,categorie,repare,https://auvergne.cnt-so.org/categorie/staa/,
1736,Articles des Fédérations et Syndicats,/auvergne/articles-des-federations-et-syndicats/,https://cnt-so.org/auvergne/category/syndicat-des-metiers-du-numerique/,404,categorie,repare,https://auvergne.cnt-so.org/categorie/syndicat-des-metiers-du-numerique/,
1736,Articles des Fédérations et Syndicats,/auvergne/articles-des-federations-et-syndicats/,https://cnt-so.org/auvergne/category/sante-social/,404,categorie,repare,https://auvergne.cnt-so.org/categorie/sante-social/,
1768,Nos publications,/auvergne/nos-publications/,https://cnt-so.org/13/category/cnt-solidarite-ouvriere/bulletin-dinfo/,404,categorie,repare,https://13.cnt-so.org/categorie/bulletin-dinfo/,
1768,Nos publications,/auvergne/nos-publications/,https://cnt-so.org/auvergne/category/solidarite-ouvriere/,404,categorie,repare,https://auvergne.cnt-so.org/categorie/solidarite-ouvriere/,
1768,Nos publications,/auvergne/nos-publications/,https://cnt-so.org/auvergne/category/le-brasero/,404,categorie,repare,https://auvergne.cnt-so.org/categorie/le-brasero/,
1768,Nos publications,/auvergne/nos-publications/,https://cnt-so.org/auvergne/category/connexions-directes,404,categorie,repare,https://auvergne.cnt-so.org/categorie/connexions-directes/,
1768,Nos publications,/auvergne/nos-publications/,https://cnt-so.org/auvergne/category/lincendiaire/,404,categorie,repare,https://auvergne.cnt-so.org/categorie/lincendiaire/,
